HEK_new1,HEK_new3,HELA_new1,HELA_new3
1.369863014,2.863961814,4.761904762,
0.531914894,5.314009662,1.104972376,
1.128349788,8.333333333,2.162162162,
2.06185567,10.95890411,0.938967136,
0.547945205,5.088062622,0.735294118,
2.272727273,5.020080321,2.173913043,
1.680672269,13.88888889,1.709401709,
1.680672269,8.085106383,40,
1.492537313,3.355704698,,
0.299850075,2.702702703,,
1.333333333,9.219858156,,
1.687763713,3.203661327,,
1.044386423,7.294832827,,
1.215805471,5,,
0.508905852,6.071428571,,
0.574712644,9.814814815,,
1.510574018,5.970149254,,
1.271186441,9.416195857,,
1.666666667,10.36144578,,
1.877934272,8.823529412,,
1.801801802,12.42937853,,
1.047120419,12.63157895,,
1.660516605,6.424581006,,
0.892857143,8.288288288,,
1.015228426,4.347826087,,
2.564102564,9.310344828,,
0.636942675,10.25641026,,
1.08401084,4.285714286,,
2.094240838,3.660565724,,
1.882352941,3.610108303,,
2.030456853,9.200968523,,
0.421052632,5.179282869,,
1.162790698,8.356545961,,
4.06504065,8.192771084,,
1.97044335,3.644646925,,
1.035196687,2.893890675,,
1.369863014,4.819277108,,
0.490196078,4.522613065,,
0.447427293,5.423728814,,
0.498753117,7.051282051,,
1.606425703,3.463203463,,
0.581395349,8.984375,,
1.014198783,8.14479638,,
1.092896175,6.148867314,,
2.762430939,7.380073801,,
0.621118012,3.504672897,,
0.617283951,6.25,,
0.854700855,4.081632653,,
0.531914894,12.12121212,,
0.884955752,7.142857143,,
0.345423143,1.960784314,,
2.127659574,5.913978495,,
1.52866242,2.127659574,,
0.751879699,5.238095238,,
2.553191489,5.333333333,,
0.8,4.779411765,,
1.221995927,13.63636364,,
1.372997712,1.769911504,,
0.34965035,3.457446809,,
0.641025641,10.57934509,,
0.518134715,4,,
1.6985138,8.620689655,,
0.465116279,7.575757576,,
2.312138728,9.523809524,,
0.464037123,2.723735409,,
1.739130435,7.424593968,,
0.792079208,13.33333333,,
0.324149109,3.378378378,,
0.445434298,6.211180124,,
0.963855422,7.009345794,,
0.699300699,3.409090909,,
0.631578947,5.602240896,,
4,4.166666667,,
0.995024876,6.331471136,,
0.947867299,3.886925795,,
1.413427562,5.039787798,,
1.162790698,5.504587156,,
0.73800738,6.796116505,,
1.108033241,4.914004914,,
0.727272727,4.210526316,,
1.030927835,6.106870229,,
3.50877193,5.612244898,,
0.890207715,2.790697674,,
0.869565217,3.333333333,,
1.966292135,2.409638554,,
0.865800866,8.088235294,,
1.19760479,7.407407407,,
2.264150943,3.278688525,,
1.886792453,7.692307692,,
5.797101449,7.954545455,,
1.515151515,10.98901099,,
0.421052632,3.96039604,,
2.272727273,5.835543767,,
2.040816327,3.197674419,,
2.23880597,5.027932961,,
1.956947162,4.761904762,,
0.576368876,2.816901408,,
0.787401575,6.422018349,,
2.06185567,4.862236629,,
0.632911392,4.901960784,,
1.114206128,7.284768212,,
1.587301587,6.944444444,,
0.884955752,3.278688525,,
2.371541502,7.692307692,,
1.515151515,5.901639344,,
1.779359431,3.703703704,,
1.117318436,10.82802548,,
2.325581395,8.450704225,,
2.054794521,8.450704225,,
3.03030303,4.651162791,,
1.081081081,5.853658537,,
0.873362445,6.312292359,,
1.144492132,9.339774557,,
0.975609756,5.151515152,,
0.735294118,9.160305344,,
1.442307692,2.678571429,,
1.724137931,5.363984674,,
2.247191011,1.915708812,,
1.005025126,4.501607717,,
1.034482759,9.049773756,,
2.923976608,22.22222222,,
1.18694362,3.03030303,,
4,6.666666667,,
0.322580645,9.116809117,,
1.652892562,7.978723404,,
1.960784314,4.858299595,,
2.366863905,6.837606838,,
1.169590643,4.081632653,,
1.769911504,7.133058985,,
4.87804878,11.53846154,,
0.62305296,4.8,,
0.457665904,2.702702703,,
1.591511936,14.28571429,,
2.843601896,10.13513514,,
0.714285714,4.31211499,,
2.272727273,6.891025641,,
1.459854015,10.34482759,,
1.769911504,4.511278195,,
1.373626374,7.556675063,,
1.03626943,6.653225806,,
2.797202797,3.137254902,,
1.834862385,11.76470588,,
1.219512195,9.836065574,,
1.092896175,5.714285714,,
1.301518438,5.095541401,,
1.351351351,4.166666667,,
0.833333333,8.597285068,,
0.564971751,10.85972851,,
2.181818182,4.982206406,,
0.508905852,12.94117647,,
2.610966057,7.317073171,,
1.459854015,5.980066445,,
2.359882006,5.569620253,,
1.785714286,6.395348837,,
1.634877384,7.594936709,,
0.819672131,9.821428571,,
1.93236715,4,,
0.613496933,10.9223301,,
1.393728223,5.617977528,,
2.228412256,5.421686747,,
0.508905852,3.933434191,,
0.502512563,3.95256917,,
1.812688822,5.039787798,,
5.263157895,10.15037594,,
1.219512195,4.142011834,,
2.739726027,5.555555556,,
0.677966102,5.286343612,,
1.047120419,10,,
1.25,5.504587156,,
2.272727273,6.722689076,,
0.533333333,3.571428571,,
0.766283525,1.923076923,,
3.947368421,11.60949868,,
1.57480315,10.55900621,,
1.454545455,3.75,,
0.743494424,7.142857143,,
1.265822785,11.57024793,,
2.183406114,7.028753994,,
1.007556675,5.86797066,,
0.896860987,10.20408163,,
1.017811705,5.588484335,,
1.03626943,8.391608392,,
0.540540541,4.831932773,,
0.537634409,7.473309609,,
2.505219207,6.25,,
0.325732899,6.837606838,,
0.793650794,7.582938389,,
3.333333333,7.02247191,,
1.374570447,9.937888199,,
2.507836991,7.167235495,,
0.552486188,5.158730159,,
0.840336134,6.593406593,,
1.18694362,4.195804196,,
1.632653061,4.347826087,,
1.101928375,4.458598726,,
3.773584906,8.709175739,,
1.092896175,7.228915663,,
1.149425287,3.070175439,,
1.183431953,4.04040404,,
0.533333333,6.666666667,,
1.183431953,5.109489051,,
2.702702703,7.096774194,,
2.07253886,2.43902439,,
2.325581395,3.448275862,,
1.5625,4.516129032,,
0.970873786,6.572769953,,
1.423487544,5.922551253,,
2.777777778,4.664723032,,
1.26984127,8.653846154,,
2.564102564,3.937007874,,
1.19047619,4.597701149,,
1.877934272,7.531380753,,
2.346041056,2.687140115,,
1.246105919,6.567164179,,
0.480769231,1.142857143,,
1.094890511,2.752293578,,
1.215805471,3.95256917,,
1.173020528,4.441453567,,
0.862068966,8.866995074,,
1.739130435,8.510638298,,
0.8,10.37344398,,
1.716738197,3.03030303,,
1.71990172,6.25,,
68.80466472,4.255319149,,
0.73800738,5.154639175,,
1.632653061,8.80195599,,
0.673400673,5.039787798,,
1.357466063,8.093994778,,
1.376146789,5.479452055,,
0.414937759,3.558718861,,
0.892857143,1.925722146,,
1.639344262,4.797601199,,
0.588235294,3.296703297,,
1.869158879,7.460545194,,
0.566572238,3.514376997,,
1.072386059,5.882352941,,
0.41322314,10.43478261,,
1.869158879,9.171075838,,
1.367521368,4.371584699,,
1.179941003,4.516129032,,
2.888086643,3.610108303,,
0.537634409,9.741550696,,
0.956937799,9.022556391,,
0.673400673,5.917159763,,
1.328903654,6.481481481,,
2.797202797,3.773584906,,
1.607717042,9.836065574,,
1.183431953,7.004830918,,
0.617283951,5.769230769,,
0.682593857,6.206896552,,
1.117318436,6.696428571,,
0.604229607,4.361370717,,
1.324503311,3.937007874,,
1.623376623,1.025641026,,
1.179941003,4.772727273,,
0.251256281,5.708245243,,
1.307189542,4.745762712,,
0.27739251,3.921568627,,
0.704225352,10.1010101,,
3.278688525,8.791208791,,
4.016064257,4.402515723,,
1.785714286,6.060606061,,
1.183431953,4.016064257,,
0.966183575,2.702702703,,
2.34375,6.631299735,,
0.440528634,7.058823529,,
0.518134715,3.333333333,,
1.749271137,8.61423221,,
0.769230769,12.5,,
2.739726027,5.982905983,,
0.487804878,6.293706294,,
1.935483871,5.37037037,,
1.923076923,2.576808722,,
1.5625,3.414634146,,
1.275510204,7.954545455,,
0.350877193,5.925925926,,
0.786369594,3.174603175,,
1.554404145,6.694560669,,
0.821355236,10.71428571,,
1.785714286,6.936416185,,
0.770712909,5.660377358,,
2.761341223,4.320987654,,
1.19047619,6.542056075,,
1.886792453,2.592592593,,
0.849858357,4.610951009,,
1.398601399,6.703910615,,
1.284796574,3.65535248,,
2.132196162,7.339449541,,
2.222222222,2.097902098,,
1.301518438,3.448275862,,
1.315789474,7.142857143,,
0.917431193,4.639175258,,
3.333333333,3.448275862,,
0.845665962,9.230769231,,
0.480769231,8.864265928,,
1.673640167,3.422982885,,
0.938967136,4.6875,,
1.160541586,8.421052632,,
1.828153565,9.803921569,,
1.072386059,5.769230769,,
1.393728223,2.631578947,,
1.694915254,7.323232323,,
1.657458564,4.273504274,,
1.265822785,7.236842105,,
0.806451613,4.624277457,,
1.923076923,10.88435374,,
5.555555556,6.666666667,,
0.314465409,7.024793388,,
1,2.356902357,,
2.150537634,6.153846154,,
0.451467269,7.881773399,,
0.970873786,7.123287671,,
1.643835616,3.260869565,,
0.966183575,5.128205128,,
2.395209581,5.882352941,,
2.010050251,8.217270195,,
2.973977695,0.952380952,,
1.98019802,10.16949153,,
0.684931507,5.429864253,,
2.816901408,4.810996564,,
2.298850575,9.375,,
0.980392157,4.545454545,,
0.537634409,10,,
0.716845878,10.76233184,,
1.869158879,8.118081181,,
0.520833333,6.37755102,,
4.347826087,0.94637224,,
0.600600601,6.12244898,,
1.785714286,1.593625498,,
0.515463918,6.547619048,,
0.934579439,2.647058824,,
0.27027027,2.21402214,,
0.687285223,8.90052356,,
3.703703704,3.137254902,,
2.07253886,5.217391304,,
1.694915254,8.674698795,,
1.15942029,5.782312925,,
0.581395349,5.128205128,,
0.684931507,1.621621622,,
3.282828283,2.97029703,,
0.56022409,2.610966057,,
0.638977636,4.109589041,,
1.063829787,1.123595506,,
1.684210526,5,,
1.174168297,8,,
3.076923077,4.488778055,,
0.487804878,5.514705882,,
0.892857143,3.90625,,
2.162162162,3.485254692,,
2.666666667,7.124681934,,
2.380952381,1.6,,
0.600600601,5.872193437,,
0.407331976,10.02132196,,
0.331125828,2.93040293,,
0.869565217,4.240282686,,
1.282051282,2.43902439,,
0.793650794,6.818181818,,
1.428571429,14.49275362,,
2.973977695,6.175771972,,
1.869158879,11.41552511,,
2.272727273,5.555555556,,
0.952380952,5.955334988,,
0.966183575,3.482587065,,
1.857585139,4.296875,,
0.904977376,3.389830508,,
0.714285714,3.076923077,,
1.45631068,7.531380753,,
3.225806452,5.97826087,,
0.625,8.333333333,,
1.877934272,7.692307692,,
0.913242009,6.435643564,,
1.142857143,10.03236246,,
1.503759399,4.301075269,,
0.787401575,5.172413793,,
1.104972376,6.153846154,,
0.985221675,5.800464037,,
3.370786517,7.653061224,,
1.488833747,4.126984127,,
1.90023753,9.022556391,,
1.692047377,7.079646018,,
5,7.142857143,,
1.449275362,6.914893617,,
1.363636364,3.873239437,,
0.896860987,4.724409449,,
0.836820084,8.045977011,,
2.027027027,3.333333333,,
1.142857143,5.056179775,,
0.995024876,4.036697248,,
2.127659574,10.27568922,,
1.066666667,0.757575758,,
1.694915254,8.288770053,,
0.628930818,7.96460177,,
0.561797753,7.434944238,,
0.416666667,9.375,,
1.25,4.964539007,,
0.634920635,3.349282297,,
1.507537688,5.128205128,,
0.660066007,4.310344828,,
1.595744681,5.504587156,,
2.620087336,5.813953488,,
2.631578947,3.619909502,,
1.27388535,1.526717557,,
1.27388535,2.994011976,,
1.313320826,6.204379562,,
0.476190476,6.696428571,,
1.156069364,5.93141798,,
1.587301587,4.595588235,,
1.041666667,6.559665038,,
1.047120419,6.25,,
1.041666667,6.260575296,,
0.757575758,4.109589041,,
1.369863014,7.2265625,,
1.075268817,6.976744186,,
5.555555556,2.543720191,,
1.117318436,9.693877551,,
1.179941003,8.482871126,,
2.955665025,9.486166008,,
0.598802395,11.05990783,,
1.724137931,4.109589041,,
2.083333333,8,,
0.29154519,4.819277108,,
0.675675676,5.333333333,,
2.34375,4.530744337,,
1.754385965,13.08411215,,
2.702702703,7.843137255,,
1.633986928,5.168539326,,
0.688468158,2.83286119,,
1.730103806,8.856088561,,
1.857585139,5.555555556,,
2.29226361,2.45398773,,
0.655737705,6.63507109,,
2.222222222,7.096774194,,
2.777777778,5.714285714,,
0.641025641,10.47904192,,
0.643086817,11.17318436,,
1.176470588,5.405405405,,
1.744186047,12.19512195,,
0.404040404,11.76470588,,
1.169590643,7.692307692,,
1.282051282,6.41025641,,
1.734104046,5.80474934,,
0.775193798,8.415841584,,
0.729927007,5.472636816,,
0.997506234,8.571428571,,
0.503778338,4.408352668,,
0.483091787,6.885245902,,
0.904977376,2.857142857,,
2.154398564,8.917197452,,
1.821493625,1.492537313,,
0.503778338,7.82396088,,
0.336700337,3.773584906,,
1.829268293,4.627249357,,
0.826446281,5.157593123,,
2.586206897,4.713804714,,
0.775193798,7.407407407,,
0.527704485,9.523809524,,
3.191489362,6.756756757,,
1.511335013,2,,
1.098901099,0.952380952,,
0.892857143,4.597701149,,
0.696864111,5.761316872,,
0.607902736,9.982788296,,
0.819672131,7.630522088,,
1.818181818,4.968944099,,
1.333333333,7.751937985,,
0.840336134,6.304728546,,
1.18694362,2.941176471,,
2.577319588,3.883495146,,
1.219512195,7.142857143,,
3.260869565,4.166666667,,
2.419354839,8.906882591,,
1.176470588,5.376344086,,
1.98019802,6.081081081,,
1.333333333,8.771929825,,
0.934579439,3.551912568,,
0.701754386,4.42804428,,
1.5625,6.060606061,,
1.208459215,7.462686567,,
2.463054187,7.228915663,,
0.505050505,6.060606061,,
0.480769231,8.805031447,,
1.412429379,7.294832827,,
1.365187713,6.67903525,,
3.389830508,5.113636364,,
1.851851852,11.45038168,,
0.64516129,9.85915493,,
2.43902439,5.405405405,,
0.694444444,7.195767196,,
1.360544218,7.317073171,,
0.465116279,7.518796992,,
1.948051948,7.228915663,,
2.105263158,8.333333333,,
0.740740741,4.932735426,,
0.767263427,3.658536585,,
1.360544218,7.56302521,,
0.514138817,10.64638783,,
0.760456274,3.311258278,,
0.469483568,3.980099502,,
0.662251656,4.494382022,,
1.436265709,1.680672269,,
1.449275362,2.836879433,,
1.840490798,2.843601896,,
0.673400673,4.385964912,,
1.008403361,4.761904762,,
0.938967136,6.25,,
1.384083045,10.91954023,,
1.286173633,7.368421053,,
1.909307876,4.07523511,,
0.466200466,4.225352113,,
0.985221675,5.504587156,,
3.278688525,2.75862069,,
1.639344262,6.542056075,,
1.298701299,3.260869565,,
1.960784314,6.369426752,,
0.727272727,8.522727273,,
1.694915254,3.921568627,,
1.724137931,3.116883117,,
1.604278075,5.405405405,,
0.957854406,8.908045977,,
1.886792453,5.3125,,
1.27388535,5.252525253,,
0.638977636,6.013363029,,
0.727272727,25,,
1.960784314,3.231939164,,
0.403225806,10.38961039,,
1.028277635,6.996587031,,
1.408450704,4.910714286,,
0.956937799,1.01010101,,
0.4,8.571428571,,
1.435406699,9.589041096,,
0.862068966,3.305785124,,
0.527704485,8.288770053,,
0.613496933,4.173354735,,
0.754716981,4.679802956,,
1.449275362,3.938730853,,
1.140684411,5.527638191,,
3.174603175,4.071246819,,
0.555555556,3.466666667,,
1.324503311,4.026845638,,
0.632911392,0.666666667,,
2.31884058,10.89108911,,
0.698080279,5.741626794,,
0.446428571,5.585106383,,
1.526717557,3.375527426,,
3.498542274,8.474576271,,
6.451612903,3.305785124,,
0.4048583,4.872881356,,
0.602409639,8.695652174,,
2.573529412,5.076142132,,
0.72815534,5.670103093,,
2.564102564,4.081632653,,
1.01010101,6.168831169,,
1.219512195,6.451612903,,
1.18694362,3.004807692,,
0.531914894,9.638554217,,
1.219512195,7.894736842,,
1.948051948,10.23890785,,
3.053435115,6.535947712,,
1.253918495,7.619047619,,
1.282051282,16.66666667,,
1.829268293,4.656084656,,
0.740740741,5.714285714,,
1.607717042,5.83501006,,
0.995024876,1.923076923,,
0.684931507,9.324758842,,
1.739130435,2.43902439,,
2.21402214,4.761904762,,
2.173913043,6.944444444,,
1.005025126,5.714285714,,
1.52284264,7.425742574,,
2.183406114,3.72250423,,
0.584795322,7.293666027,,
0.296735905,5.693950178,,
0.8,6.722689076,,
2.380952381,2.673796791,,
1.546391753,3.040540541,,
1.643835616,8.347529813,,
0.854700855,4.261363636,,
1.5625,4.347826087,,
1.342281879,3.889789303,,
0.636942675,3.7470726,,
2.380952381,8.403361345,,
2.34375,11.46131805,,
0.609756098,6.824146982,,
0.558659218,15.38461538,,
1.246105919,6.336088154,,
0.354609929,1.809954751,,
1.436265709,2.521008403,,
0.833333333,5.479452055,,
1.6,6.765327696,,
0.714285714,3.921568627,,
0.579710145,4.583333333,,
1.047120419,3.45323741,,
1.007556675,6.916426513,,
1.092896175,4.301075269,,
0.655737705,8.923076923,,
1.020408163,2.369668246,,
0.533333333,2.431610942,,
1.666666667,5.026737968,,
0.250941029,1.25,,
0.824402308,,,
1.127819549,,,
4.519774011,,,
0.25974026,,,
0.256410256,,,
1.516793066,,,
1.494396015,,,
0.120772947,,,
1.015228426,,,
1.310043668,,,
1.775147929,,,
0.727272727,,,
3.393665158,,,
0.823045267,,,
3.326403326,,,
1.587301587,,,
0.847457627,,,
0.862068966,,,
2.352941176,,,
0.903614458,,,
0.704225352,,,
0.900900901,,,
1.298701299,,,
1.012658228,,,
2.109704641,,,
0.345423143,,,
0.408997955,,,
2.580645161,,,
0.584795322,,,
1.724137931,,,
1.290322581,,,
2.5,,,
1.136363636,,,
0.772200772,,,
2.469135802,,,
1.212121212,,,
1.95599022,,,
0.902934537,,,
0.943396226,,,
2.105263158,,,
0.862068966,,,
1.19047619,,,
1.253918495,,,
1.544401544,,,
1.714285714,,,
3.846153846,,,
3,,,
1.851851852,,,
3.149606299,,,
1.315789474,,,
1.612903226,,,
1.162790698,,,
1.257861635,,,
2.290076336,,,
1.346801347,,,
0.917431193,,,
2.826855124,,,
1.5625,,,
0.722021661,,,
1.142857143,,,
1.875,,,
0.37037037,,,
2.012578616,,,
1.898734177,,,
1.6,,,
1.769911504,,,
2.53164557,,,
0.925925926,,,
1.098901099,,,
1.226993865,,,
2.040816327,,,
2.083333333,,,
3.333333333,,,
1.301518438,,,
1.129943503,,,
1.388888889,,,
1.129943503,,,
0.419287212,,,
2.040816327,,,
5.263157895,,,
4.838709677,,,
1.809954751,,,
0.606060606,,,
1.538461538,,,
1.632653061,,,
2.040816327,,,
1.6,,,
0.769230769,,,
0.466200466,,,
2.666666667,,,
1.081081081,,,
1.246105919,,,
1.886792453,,,
1.869158879,,,
1.904761905,,,
0.735294118,,,
0.529100529,,,
3.571428571,,,
0.591715976,,,
2.43902439,,,
0.740740741,,,
1.583113456,,,
0.388349515,,,
1.612903226,,,
0.823045267,,,
1.554404145,,,
1.195219124,,,
1.277955272,,,
0.15576324,,,
0.787401575,,,
1.818181818,,,
2.777777778,,,
0.819672131,,,
1.680672269,,,
1.428571429,,,
0.869565217,,,
4.433497537,,,
1.526717557,,,
0.751879699,,,
1.25,,,
3.278688525,,,
0.975609756,,,
2.43902439,,,
0.900900901,,,
1.597444089,,,
1.169590643,,,
0.809716599,,,
1.775147929,,,
1.960784314,,,
4.255319149,,,
0.484261501,,,
1.063829787,,,
0.529100529,,,
1.253918495,,,
1.47601476,,,
1.041666667,,,
1.877934272,,,
2.359882006,,,
1.005025126,,,
2.45398773,,,
0.581395349,,,
0.705882353,,,
0.906344411,,,
1.111111111,,,
0.858369099,,,
0.923787529,,,
0.816326531,,,
0.519480519,,,
1.503759399,,,
1.398601399,,,
0.85106383,,,
1.137980085,,,
0.843881857,,,
0.91954023,,,
2.112676056,,,
0.546448087,,,
0.949367089,,,
0.537634409,,,
1.904761905,,,
0.392156863,,,
0.854700855,,,
1.069518717,,,
1.431980907,,,
0.826446281,,,
2.572347267,,,
1.396160558,,,
0.743494424,,,
2.02020202,,,
1.652892562,,,
2.430555556,,,
0.638977636,,,
2.135231317,,,
2.551020408,,,
1.333333333,,,
0.586510264,,,
1.764705882,,,
3.149606299,,,
2.277039848,,,
1.19047619,,,
0.615384615,,,
2.5,,,
1.025641026,,,
5,,,
1.260504202,,,
0.536193029,,,
0.595238095,,,
0.621118012,,,
1.030927835,,,
13.33333333,,,
1.403508772,,,
0.626959248,,,
3.100775194,,,
2.272727273,,,
0.769230769,,,
1.098901099,,,
1.923076923,,,
4.761904762,,,
1.230769231,,,
0.966183575,,,
1,,,
50,,,
1.520912548,,,
3.267973856,,,
0.643500644,,,
0.833333333,,,
2.53164557,,,
1.052631579,,,
1.01010101,,,
0.900900901,,,
1.230769231,,,
0.430107527,,,
0.336700337,,,
0.501253133,,,
0.956937799,,,
1.421800948,,,
1.509433962,,,
1.481481481,,,
0.529100529,,,
2.197802198,,,
0.420168067,,,
4.081632653,,,
0.955414013,,,
1.149425287,,,
0.609756098,,,
2.23880597,,,
0.943396226,,,
7.692307692,,,
1,,,
0.371747212,,,
0.436681223,,,
0.393700787,,,
0.523560209,,,
1.666666667,,,
0.763358779,,,
2.575107296,,,
1.444043321,,,
0.631911532,,,
0.62992126,,,
1.286173633,,,
0.566572238,,,
1.162790698,,,
0.373134328,,,
0.626959248,,,
0.733944954,,,
0.321543408,,,
1.634877384,,,
0.486618005,,,
0.796812749,,,
0.953895072,,,
1.129943503,,,
3.921568627,,,
2.076124567,,,
0.770218228,,,
0.147492625,,,
0.531914894,,,
1.985111663,,,
0.380228137,,,
0.537634409,,,
0.706713781,,,
0.900900901,,,
0.702987698,,,
0.355239787,,,
1.013513514,,,
0.457665904,,,
0.766283525,,,
0.392156863,,,
2.06185567,,,
2.352941176,,,
2.5,,,
0.778210117,,,
1.015228426,,,
0.692041522,,,
1.257861635,,,
0.650195059,,,
1.265822785,,,
0.93676815,,,
0.421052632,,,
1.47601476,,,
0.393700787,,,
1.324503311,,,
1.492537313,,,
0.16286645,,,
0.248138958,,,
0.132802125,,,
